# r (Mpc/h)   mu   v12   v12_perp   v12_par   sigma12   sigma12_perp  sigma12_par
 2.000 5.000e-02 -4.075e+02 -4.075e+02 -3.041e+00 6.393e+02 6.393e+02 3.807e+02
 2.000 1.500e-01 -4.178e+02 -4.176e+02 -1.384e+01 6.389e+02 6.388e+02 3.779e+02
 2.000 2.500e-01 -4.131e+02 -4.127e+02 -1.736e+01 6.375e+02 6.370e+02 3.788e+02
 2.000 3.500e-01 -4.154e+02 -4.145e+02 -2.772e+01 6.452e+02 6.445e+02 3.796e+02
 2.000 4.500e-01 -4.156e+02 -4.137e+02 -3.898e+01 6.451e+02 6.434e+02 3.844e+02
 2.000 5.500e-01 -4.185e+02 -4.165e+02 -4.130e+01 6.429e+02 6.408e+02 3.811e+02
 2.000 6.500e-01 -4.170e+02 -4.133e+02 -5.563e+01 6.456e+02 6.416e+02 3.852e+02
 2.000 7.500e-01 -4.161e+02 -4.114e+02 -6.216e+01 6.453e+02 6.409e+02 3.894e+02
 2.000 8.500e-01 -4.146e+02 -4.090e+02 -6.797e+01 6.409e+02 6.352e+02 3.859e+02
 2.000 9.500e-01 -4.139e+02 -4.068e+02 -7.623e+01 6.442e+02 6.375e+02 3.903e+02
 6.000 5.000e-02 -3.279e+02 -3.279e+02 -3.259e+00 5.296e+02 5.296e+02 3.404e+02
 6.000 1.500e-01 -3.311e+02 -3.310e+02 -8.113e+00 5.292e+02 5.291e+02 3.374e+02
 6.000 2.500e-01 -3.296e+02 -3.291e+02 -1.695e+01 5.311e+02 5.306e+02 3.382e+02
 6.000 3.500e-01 -3.283e+02 -3.277e+02 -2.048e+01 5.281e+02 5.276e+02 3.388e+02
 6.000 4.500e-01 -3.313e+02 -3.299e+02 -3.016e+01 5.306e+02 5.293e+02 3.405e+02
 6.000 5.500e-01 -3.286e+02 -3.266e+02 -3.581e+01 5.299e+02 5.279e+02 3.437e+02
 6.000 6.500e-01 -3.264e+02 -3.237e+02 -4.258e+01 5.289e+02 5.265e+02 3.413e+02
 6.000 7.500e-01 -3.309e+02 -3.271e+02 -4.966e+01 5.303e+02 5.267e+02 3.439e+02
 6.000 8.500e-01 -3.289e+02 -3.243e+02 -5.455e+01 5.299e+02 5.258e+02 3.439e+02
 6.000 9.500e-01 -3.284e+02 -3.222e+02 -6.360e+01 5.277e+02 5.217e+02 3.483e+02
10.000 5.000e-02 -2.904e+02 -2.904e+02 -2.116e+00 5.043e+02 5.043e+02 3.539e+02
10.000 1.500e-01 -2.888e+02 -2.886e+02 -1.069e+01 5.041e+02 5.040e+02 3.519e+02
10.000 2.500e-01 -2.909e+02 -2.905e+02 -1.535e+01 5.090e+02 5.088e+02 3.526e+02
10.000 3.500e-01 -2.923e+02 -2.916e+02 -2.016e+01 5.067e+02 5.060e+02 3.525e+02
10.000 4.500e-01 -2.912e+02 -2.899e+02 -2.797e+01 5.075e+02 5.064e+02 3.555e+02
10.000 5.500e-01 -2.904e+02 -2.888e+02 -3.076e+01 5.063e+02 5.048e+02 3.548e+02
10.000 6.500e-01 -2.883e+02 -2.858e+02 -3.747e+01 5.036e+02 5.015e+02 3.553e+02
10.000 7.500e-01 -2.900e+02 -2.866e+02 -4.431e+01 5.044e+02 5.013e+02 3.554e+02
10.000 8.500e-01 -2.902e+02 -2.858e+02 -5.004e+01 5.067e+02 5.027e+02 3.573e+02
10.000 9.500e-01 -2.921e+02 -2.868e+02 -5.508e+01 5.066e+02 5.018e+02 3.592e+02
14.000 5.000e-02 -2.573e+02 -2.572e+02 -2.519e+00 4.919e+02 4.919e+02 3.621e+02
14.000 1.500e-01 -2.557e+02 -2.556e+02 -8.738e+00 4.893e+02 4.891e+02 3.595e+02
14.000 2.500e-01 -2.569e+02 -2.566e+02 -1.309e+01 4.921e+02 4.919e+02 3.607e+02
14.000 3.500e-01 -2.556e+02 -2.549e+02 -1.879e+01 4.904e+02 4.898e+02 3.614e+02
14.000 4.500e-01 -2.570e+02 -2.560e+02 -2.288e+01 4.915e+02 4.905e+02 3.630e+02
14.000 5.500e-01 -2.567e+02 -2.550e+02 -2.900e+01 4.901e+02 4.886e+02 3.627e+02
14.000 6.500e-01 -2.577e+02 -2.555e+02 -3.331e+01 4.917e+02 4.898e+02 3.636e+02
14.000 7.500e-01 -2.562e+02 -2.532e+02 -3.936e+01 4.917e+02 4.889e+02 3.641e+02
14.000 8.500e-01 -2.556e+02 -2.517e+02 -4.421e+01 4.897e+02 4.863e+02 3.670e+02
14.000 9.500e-01 -2.579e+02 -2.531e+02 -4.914e+01 4.920e+02 4.879e+02 3.656e+02
18.000 5.000e-02 -2.274e+02 -2.274e+02 -7.915e-01 4.822e+02 4.822e+02 3.678e+02
18.000 1.500e-01 -2.272e+02 -2.271e+02 -6.381e+00 4.813e+02 4.812e+02 3.688e+02
18.000 2.500e-01 -2.272e+02 -2.269e+02 -1.105e+01 4.814e+02 4.812e+02 3.685e+02
18.000 3.500e-01 -2.272e+02 -2.267e+02 -1.560e+01 4.810e+02 4.805e+02 3.688e+02
18.000 4.500e-01 -2.272e+02 -2.263e+02 -2.049e+01 4.813e+02 4.804e+02 3.698e+02
18.000 5.500e-01 -2.282e+02 -2.267e+02 -2.576e+01 4.824e+02 4.811e+02 3.690e+02
18.000 6.500e-01 -2.268e+02 -2.249e+02 -2.938e+01 4.808e+02 4.790e+02 3.695e+02
18.000 7.500e-01 -2.276e+02 -2.249e+02 -3.484e+01 4.817e+02 4.794e+02 3.702e+02
18.000 8.500e-01 -2.270e+02 -2.235e+02 -3.926e+01 4.791e+02 4.762e+02 3.720e+02
18.000 9.500e-01 -2.272e+02 -2.231e+02 -4.255e+01 4.799e+02 4.764e+02 3.717e+02
22.000 5.000e-02 -2.015e+02 -2.015e+02 -1.604e+00 4.757e+02 4.757e+02 3.750e+02
22.000 1.500e-01 -2.026e+02 -2.025e+02 -6.215e+00 4.767e+02 4.767e+02 3.748e+02
22.000 2.500e-01 -2.020e+02 -2.017e+02 -1.109e+01 4.747e+02 4.745e+02 3.754e+02
22.000 3.500e-01 -2.020e+02 -2.015e+02 -1.430e+01 4.751e+02 4.747e+02 3.749e+02
22.000 4.500e-01 -2.019e+02 -2.011e+02 -1.836e+01 4.748e+02 4.742e+02 3.756e+02
22.000 5.500e-01 -2.014e+02 -2.003e+02 -2.182e+01 4.749e+02 4.739e+02 3.765e+02
22.000 6.500e-01 -2.022e+02 -2.006e+02 -2.530e+01 4.741e+02 4.729e+02 3.764e+02
22.000 7.500e-01 -2.028e+02 -2.005e+02 -3.068e+01 4.760e+02 4.739e+02 3.780e+02
22.000 8.500e-01 -2.021e+02 -1.992e+02 -3.416e+01 4.754e+02 4.730e+02 3.775e+02
22.000 9.500e-01 -2.013e+02 -1.977e+02 -3.769e+01 4.739e+02 4.710e+02 3.782e+02
26.000 5.000e-02 -1.787e+02 -1.787e+02 -1.372e+00 4.709e+02 4.709e+02 3.810e+02
26.000 1.500e-01 -1.789e+02 -1.788e+02 -5.144e+00 4.718e+02 4.718e+02 3.821e+02
26.000 2.500e-01 -1.793e+02 -1.791e+02 -9.763e+00 4.717e+02 4.715e+02 3.812e+02
26.000 3.500e-01 -1.789e+02 -1.785e+02 -1.265e+01 4.710e+02 4.706e+02 3.814e+02
26.000 4.500e-01 -1.796e+02 -1.790e+02 -1.546e+01 4.712e+02 4.705e+02 3.801e+02
26.000 5.500e-01 -1.797e+02 -1.786e+02 -1.968e+01 4.718e+02 4.708e+02 3.821e+02
26.000 6.500e-01 -1.790e+02 -1.775e+02 -2.320e+01 4.708e+02 4.694e+02 3.819e+02
26.000 7.500e-01 -1.803e+02 -1.782e+02 -2.712e+01 4.723e+02 4.703e+02 3.834e+02
26.000 8.500e-01 -1.801e+02 -1.776e+02 -3.002e+01 4.721e+02 4.697e+02 3.833e+02
26.000 9.500e-01 -1.794e+02 -1.761e+02 -3.409e+01 4.711e+02 4.681e+02 3.838e+02
30.000 5.000e-02 -1.605e+02 -1.605e+02 -2.030e+00 4.711e+02 4.711e+02 3.863e+02
30.000 1.500e-01 -1.602e+02 -1.602e+02 -4.170e+00 4.699e+02 4.699e+02 3.868e+02
30.000 2.500e-01 -1.595e+02 -1.593e+02 -7.343e+00 4.706e+02 4.704e+02 3.872e+02
30.000 3.500e-01 -1.607e+02 -1.603e+02 -1.094e+01 4.709e+02 4.706e+02 3.867e+02
30.000 4.500e-01 -1.600e+02 -1.594e+02 -1.390e+01 4.707e+02 4.701e+02 3.863e+02
30.000 5.500e-01 -1.603e+02 -1.593e+02 -1.763e+01 4.712e+02 4.703e+02 3.862e+02
30.000 6.500e-01 -1.598e+02 -1.584e+02 -2.061e+01 4.698e+02 4.684e+02 3.871e+02
30.000 7.500e-01 -1.599e+02 -1.580e+02 -2.440e+01 4.703e+02 4.686e+02 3.883e+02
30.000 8.500e-01 -1.592e+02 -1.569e+02 -2.673e+01 4.710e+02 4.688e+02 3.892e+02
30.000 9.500e-01 -1.594e+02 -1.562e+02 -3.162e+01 4.709e+02 4.678e+02 3.896e+02
34.000 5.000e-02 -1.431e+02 -1.431e+02 -1.711e+00 4.705e+02 4.705e+02 3.924e+02
34.000 1.500e-01 -1.435e+02 -1.434e+02 -3.923e+00 4.709e+02 4.709e+02 3.919e+02
34.000 2.500e-01 -1.434e+02 -1.432e+02 -7.020e+00 4.702e+02 4.700e+02 3.917e+02
34.000 3.500e-01 -1.430e+02 -1.426e+02 -1.002e+01 4.705e+02 4.701e+02 3.926e+02
34.000 4.500e-01 -1.427e+02 -1.421e+02 -1.280e+01 4.696e+02 4.690e+02 3.923e+02
34.000 5.500e-01 -1.439e+02 -1.430e+02 -1.595e+01 4.716e+02 4.707e+02 3.934e+02
34.000 6.500e-01 -1.433e+02 -1.420e+02 -1.891e+01 4.714e+02 4.701e+02 3.935e+02
34.000 7.500e-01 -1.426e+02 -1.410e+02 -2.164e+01 4.708e+02 4.691e+02 3.939e+02
34.000 8.500e-01 -1.440e+02 -1.418e+02 -2.518e+01 4.718e+02 4.698e+02 3.941e+02
